timestamp,price
2024-08-09 00:00:00,517.0200212361478
2024-08-10 00:00:00,508.50598966236623
2024-08-11 00:00:00,523.4081972371441
2024-08-12 00:00:00,503.4723056454186
2024-08-13 00:00:00,518.7522169712583
2024-08-14 00:00:00,523.5534548294074
2024-08-15 00:00:00,523.8422624962476
2024-08-16 00:00:00,519.9897914144176
2024-08-17 00:00:00,519.7178383319489
2024-08-18 00:00:00,542.028372504351
2024-08-19 00:00:00,530.6035820721123
2024-08-20 00:00:00,561.3466933045529
2024-08-21 00:00:00,569.5129223388254
2024-08-22 00:00:00,569.5545076353214
2024-08-23 00:00:00,583.7567536762228
2024-08-24 00:00:00,590.4688964429359
2024-08-25 00:00:00,580.9115618477243
2024-08-26 00:00:00,573.1076363055
2024-08-27 00:00:00,548.8530122031234
2024-08-28 00:00:00,534.6723254250207
2024-08-29 00:00:00,536.5579977474256
2024-08-30 00:00:00,536.8036844570744
2024-08-31 00:00:00,535.4547657229192
2024-09-01 00:00:00,532.7142189592856
2024-09-02 00:00:00,512.8645441575117
2024-09-03 00:00:00,526.1346608462134
2024-09-04 00:00:00,518.9769919279926
2024-09-05 00:00:00,508.0001826075747
2024-09-06 00:00:00,502.3364802943831
2024-09-07 00:00:00,486.61133722783063
2024-09-08 00:00:00,493.1697725825615
2024-09-09 00:00:00,502.47327648981104
2024-09-10 00:00:00,519.0381441947187
2024-09-11 00:00:00,517.371526189411
2024-09-12 00:00:00,530.7261556082223
2024-09-13 00:00:00,543.9941131094093
2024-09-14 00:00:00,557.3001014335761
2024-09-15 00:00:00,553.4601547683208
2024-09-16 00:00:00,553.5317684437828
2024-09-17 00:00:00,534.0307828642058
2024-09-18 00:00:00,545.8591557817873
2024-09-19 00:00:00,559.2622033756663
2024-09-20 00:00:00,565.7226434773531
2024-09-21 00:00:00,568.1419699696063
2024-09-22 00:00:00,589.1278971088337
2024-09-23 00:00:00,588.0008491467103
2024-09-24 00:00:00,604.2907205092504
2024-09-25 00:00:00,606.3196193639224
2024-09-26 00:00:00,587.4528459687532
2024-09-27 00:00:00,596.6500568684918
2024-09-28 00:00:00,608.5326765533662
2024-09-29 00:00:00,601.8844621885047
2024-09-30 00:00:00,596.6124622623387
2024-10-01 00:00:00,566.6132996895035
2024-10-02 00:00:00,547.6662085850359
2024-10-03 00:00:00,542.1361610816159
2024-10-04 00:00:00,543.9268634322848
2024-10-05 00:00:00,555.7319512863536
2024-10-06 00:00:00,563.0576257615133
2024-10-07 00:00:00,570.3887106812168
2024-10-08 00:00:00,564.5530144089458
2024-10-09 00:00:00,580.5834563804233
2024-10-10 00:00:00,570.4233445375069
2024-10-11 00:00:00,562.2876092184791
2024-10-12 00:00:00,572.6973782181188
2024-10-13 00:00:00,576.4218063678553
2024-10-14 00:00:00,572.0464555145396
2024-10-15 00:00:00,588.7145782741194
2024-10-16 00:00:00,593.7859585166118
2024-10-17 00:00:00,600.7171299370192
2024-10-18 00:00:00,592.06562034803
2024-10-19 00:00:00,599.7937020052995
2024-10-20 00:00:00,598.0584515713127
2024-10-21 00:00:00,604.7364465668796
2024-10-22 00:00:00,598.8441916110455
2024-10-23 00:00:00,593.2537357882547
2024-10-24 00:00:00,584.5160075603742
2024-10-25 00:00:00,594.325893184941
2024-10-26 00:00:00,573.5027977179195
2024-10-27 00:00:00,582.7002844268627
2024-10-28 00:00:00,588.3466587883522
2024-10-29 00:00:00,600.2951565105121
2024-10-30 00:00:00,605.9923660648295
2024-10-31 00:00:00,595.7628311131087
2024-11-01 00:00:00,575.5827350716986
2024-11-02 00:00:00,572.9178309294414
2024-11-03 00:00:00,568.1788705867822
2024-11-04 00:00:00,557.9719388092819
2024-11-05 00:00:00,552.0002698236904
2024-11-06 00:00:00,563.1815855751432
2024-11-07 00:00:00,591.1691503275006
2024-11-08 00:00:00,598.6118114741502
2024-11-09 00:00:00,598.0540120171064
2024-11-10 00:00:00,623.0345147169824
2024-11-11 00:00:00,628.4982208915301
2024-11-12 00:00:00,655.001920202732
2024-11-13 00:00:00,629.1405449090754
2024-11-14 00:00:00,620.6711241408003
2024-11-15 00:00:00,620.7149581494238
2024-11-16 00:00:00,618.5720978479429
2024-11-17 00:00:00,622.5200094288792
2024-11-18 00:00:00,617.8473040647104
2024-11-19 00:00:00,619.6636009849202
2024-11-20 00:00:00,615.9180341474424
2024-11-21 00:00:00,607.2954246379498
2024-11-22 00:00:00,623.5047261063257
2024-11-23 00:00:00,633.0202588832259
2024-11-24 00:00:00,651.5324156029599
2024-11-25 00:00:00,661.6867306484445
2024-11-26 00:00:00,635.2624284539559
2024-11-27 00:00:00,613.7254260217858
2024-11-28 00:00:00,645.1514917318507
2024-11-29 00:00:00,654.5913158519834
2024-11-30 00:00:00,654.771684845135
2024-12-01 00:00:00,655.0341088639733
2024-12-02 00:00:00,655.7348886381908
2024-12-03 00:00:00,647.1199397363577
2024-12-04 00:00:00,740.0349367441655
2024-12-05 00:00:00,736.4426842404933
2024-12-06 00:00:00,719.7623500626481
2024-12-07 00:00:00,732.5424290130477
2024-12-08 00:00:00,750.2454938747231
2024-12-09 00:00:00,745.3758374040211
2024-12-10 00:00:00,688.0073673187646
2024-12-11 00:00:00,675.4213801221093
2024-12-12 00:00:00,710.6900184753106
2024-12-13 00:00:00,705.6789649754452
2024-12-14 00:00:00,726.77223065721
2024-12-15 00:00:00,715.4486038130365
2024-12-16 00:00:00,722.5581932063777
2024-12-17 00:00:00,720.6829341808788
2024-12-18 00:00:00,715.6520089733765
2024-12-19 00:00:00,687.6624331507581
2024-12-20 00:00:00,669.0228793928828
2024-12-21 00:00:00,677.8485768483023
2024-12-22 00:00:00,662.4248813776467
2024-12-23 00:00:00,648.5721398402843
2024-12-24 00:00:00,692.2861092311789
2024-12-25 00:00:00,697.9537563672064
2024-12-26 00:00:00,702.3466001659357
2024-12-27 00:00:00,687.5178696037362
2024-12-28 00:00:00,690.3639423450093
2024-12-29 00:00:00,720.5679127131004
2024-12-30 00:00:00,694.4826804506174
2024-12-31 00:00:00,703.1066174310417
2025-01-01 00:00:00,701.5723264012628
2025-01-02 00:00:00,705.8130365866023
2025-01-03 00:00:00,705.8312420795146
2025-01-04 00:00:00,713.0475655102006
2025-01-05 00:00:00,714.0857730267945
2025-01-06 00:00:00,709.3017578903202
2025-01-07 00:00:00,730.7109274996172
2025-01-08 00:00:00,696.8339974504797
2025-01-09 00:00:00,695.7266204397939
2025-01-10 00:00:00,686.294216607382
2025-01-11 00:00:00,693.7427801750233
2025-01-12 00:00:00,696.7344557337125
2025-01-13 00:00:00,693.0584426939826
2025-01-14 00:00:00,688.3576507228246
2025-01-15 00:00:00,698.74344424996
2025-01-16 00:00:00,714.7919481480744
2025-01-17 00:00:00,708.7829768816523
2025-01-18 00:00:00,721.1359383883954
2025-01-19 00:00:00,709.848578937929
2025-01-20 00:00:00,682.349570503562
2025-01-21 00:00:00,677.2617301582343
2025-01-22 00:00:00,693.0634731671475
2025-01-23 00:00:00,694.4219334575758
2025-01-24 00:00:00,689.6926515818565
2025-01-25 00:00:00,680.331260963174
2025-01-26 00:00:00,686.4624751742597
2025-01-27 00:00:00,664.4667087887276
2025-01-28 00:00:00,679.6778451363223
2025-01-29 00:00:00,661.6311598715406
2025-01-30 00:00:00,667.745952530571
2025-01-31 00:00:00,676.9452959901981
2025-02-01 00:00:00,677.1124207686067
2025-02-02 00:00:00,654.217143435919
2025-02-03 00:00:00,616.6428289864358
2025-02-04 00:00:00,616.4068055452193
2025-02-05 00:00:00,573.6042069760077
2025-02-06 00:00:00,569.5181048818762
2025-02-07 00:00:00,572.2112608064776
2025-02-08 00:00:00,578.4992668082035
2025-02-09 00:00:00,614.7094865407944
2025-02-10 00:00:00,617.2838550746773
2025-02-11 00:00:00,617.6277634766806
2025-02-12 00:00:00,643.374116169739
2025-02-13 00:00:00,698.0715219546765
2025-02-14 00:00:00,669.9136528267184
2025-02-15 00:00:00,657.410706012491
2025-02-16 00:00:00,661.9679162628277
2025-02-17 00:00:00,674.7322746333247
2025-02-18 00:00:00,667.1818129347955
2025-02-19 00:00:00,647.7337603591404
2025-02-20 00:00:00,651.2699602601128
2025-02-21 00:00:00,657.2357183731672
2025-02-22 00:00:00,646.8031724730836
2025-02-23 00:00:00,668.785472644957
2025-02-24 00:00:00,658.3040708334223
2025-02-25 00:00:00,611.6538008061765
2025-02-26 00:00:00,623.430675278815
2025-02-27 00:00:00,610.3578616799338
2025-02-28 00:00:00,605.3106534011248
2025-03-01 00:00:00,587.5469266891337
2025-03-02 00:00:00,608.2885669828928
2025-03-03 00:00:00,623.6422270366194
2025-03-04 00:00:00,574.3332822956445
2025-03-05 00:00:00,583.1532087181396
2025-03-06 00:00:00,597.848549405523
2025-03-07 00:00:00,595.9383138170398
2025-03-08 00:00:00,594.5528006856207
2025-03-09 00:00:00,593.0806975943264
2025-03-09 12:15:09,574.9296157232308
